# "Top 500 'Greatest' Novels (1021-2015)" [https://www.responsible-datasets-in-context.com/posts/top-500-novels/top-500-novels.html] by "Responsible Datasets in Context" [https://www.responsible-datasets-in-context.com/team.html], used under CC BY 4.0 [http://creativecommons.org/licenses/by/4.0/] / Some columns deleted
top_500_rank,title,author,pub_year,orig_lang,genre,author_field_of_activity,author_occupation,wiki_url,pg_eng_url
411,Diary of a Wimpy Kid: The Last Straw,Jeff Kinney,2009,English,na,"computer games design,childrens literature,caricatures and cartoons","designers,cartoonists,authors",https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_The_Last_Straw,NA_not-pub-domain
412,King Solomon's Mines,H. Rider Haggard,1885,English,action,,"novelists,authors",https://en.wikipedia.org/wiki/King_Solomon%27s_Mines,https://www.gutenberg.org/cache/epub/2166/pg2166.txt
413,The Princess of Cleves,Madame de (Marie-Madeleine Pioche de La Vergne) La Fayett,1678,French,na,,,https://en.wikipedia.org/wiki/La_Princesse_de_Cl%C3%A8ves,https://www.gutenberg.org/cache/epub/467/pg467.txt
414,Jacob Have I Loved,Katherine Paterson,1980,English,na,"literacy,childrens literature,authorship",authors,https://en.wikipedia.org/wiki/Jacob_Have_I_Loved,NA_not-pub-domain
415,Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,1971,English,fantasy,"science fiction,fantasy fiction,chindrens literature","journalists,authors",https://en.wikipedia.org/wiki/Mrs._Frisby_and_the_Rats_of_NIMH,NA_not-pub-domain
416,Misery,Stephen King,1987,English,horror,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",https://en.wikipedia.org/wiki/Misery_(novel),NA_not-pub-domain
417,The Cider House Rules,John Irving,1985,English,bildung,,"screenwriters,novelists",https://en.wikipedia.org/wiki/The_Cider_House_Rules,NA_not-pub-domain
418,King of the Wind,Marguerite Henry,1948,English,history,childrens literature,author,https://en.wikipedia.org/wiki/King_of_the_Wind,NA_not-pub-domain
419,The Once and Future King,T. H. White,1958,English,fantasy,,authors english,https://en.wikipedia.org/wiki/The_Once_and_Future_King,NA_not-pub-domain
420,The Witches,Roald Dahl,1983,English,na,,"screenwriter,poet,novelist",https://en.wikipedia.org/wiki/The_Witches_(novel),NA_not-pub-domain
421,The Subtle Knife,Philip Pullman,1997,English,fantasy,,"authors,teachers,dramatists",https://en.wikipedia.org/wiki/The_Subtle_Knife,NA_not-pub-domain
422,When You Reach Me,Rebecca Stead,2009,English,na,childrens literature,authors,https://en.wikipedia.org/wiki/When_You_Reach_Me,NA_not-pub-domain
423,Carrie,Stephen King,1974,English,horror,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",https://en.wikipedia.org/wiki/Carrie_(novel),NA_not-pub-domain
424,The Moon and Sixpence,W. Somerset Maugham,1919,English,na,,"spy,playwright,novelist,intelligence agent",https://en.wikipedia.org/wiki/The_Moon_and_Sixpence,https://www.gutenberg.org/cache/epub/222/pg222.txt
425,The Higher Power of Lucky,Susan Patron,2006,English,na,,,https://en.wikipedia.org/wiki/The_Higher_Power_of_Lucky,NA_not-pub-domain
426,"Looking Backward, 2000-1887",Edward Bellamy,1888,English,na,,authors,https://en.wikipedia.org/wiki/Looking_Backward,https://www.gutenberg.org/cache/epub/624/pg624.txt
427,The Wings of the Dove,Henry James,1902,English,romance,,"authors,writers",https://en.wikipedia.org/wiki/The_Wings_of_the_Dove,https://www.gutenberg.org/cache/epub/29452/pg29452.txt 
428,The Summer of the Swans,Betsy Cromer Byars,1970,English,na,childrens litearture,authors,https://en.wikipedia.org/wiki/Summer_of_the_Swans,NA_not-pub-domain
429,Dangerous Liaisons,Choderlos de Laclos,1782,French,na,,,https://en.wikipedia.org/wiki/Les_Liaisons_dangereuses,https://gutenberg.org/cache/epub/45512/pg45512.txt
430,Jurassic Park,Michael Crichton,1990,English,scifi,,"physicians,novelists,authors,television producer,film producer,film director",https://en.wikipedia.org/wiki/Jurassic_Park_(novel),NA_not-pub-domain
431,The Absolutely True Diary of a Part-time Indian,Sherman Alexie,2007,English,na,"short stories,poetry,novels,native american literature,motion pictures production and direction,fiction","poets,novelists,authors,writers,motion picture directors",https://en.wikipedia.org/wiki/The_Absolutely_True_Diary_of_a_Part-Time_Indian,NA_not-pub-domain
432,The Grey King,Susan Cooper,1975,English,fantasy,writing,"screenwriter,journalist,author",https://en.wikipedia.org/wiki/The_Grey_King,NA_not-pub-domain
433,The Leopard,Giuseppe Tomasi di Lampedusa,1958,Italian,history,,novelists,https://en.wikipedia.org/wiki/The_Leopard,NA_not-pub-domain
434,The Mammoth Hunters,Jean M. Auel,1985,English,history,,novelists,https://en.wikipedia.org/wiki/The_Mammoth_Hunters,NA_not-pub-domain
435,The Trumpet of the Swan,E.B. White,1970,English,fantasy,childrens literature,author,https://en.wikipedia.org/wiki/The_Trumpet_of_the_Swan,NA_not-pub-domain
436,The Lucky One,Nicholas Sparks,2008,English,romance,"motion pictures production and direction,motion picture authorship,generosity,fiction","screenwriters,philanthropists,motion picture producers and directors,authors",https://en.wikipedia.org/wiki/The_Lucky_One_(novel),NA_not-pub-domain
437,These Happy Golden Years,Laura Ingalls Wilder,1943,English,history,,women authors,https://en.wikipedia.org/wiki/These_Happy_Golden_Years,NA_not-pub-domain
438,Arrowsmith,Sinclair Lewis,1925,English,na,,"novelists,nobel prize winners,dramatists",https://en.wikipedia.org/wiki/Arrowsmith_(novel),https://www.gutenberg.org/cache/epub/70875/pg70875.txt
439,Julie of the Wolves,Jean Craighead George,1972,English,action,childrens literature,author,https://en.wikipedia.org/wiki/Julie_of_the_Wolves,NA_not-pub-domain
440,The Screwtape Letters,C.S. Lewis,1942,English,na,"science fiction,novels,fiction,childrens literature","scholars,broadcasters,authors",https://en.wikipedia.org/wiki/The_Screwtape_Letters,NA_not-pub-domain
441,The Fall,Albert Camus,1956,English,na,existentialism,"philosophers,journalists,authors",https://en.wikipedia.org/wiki/The_Fall_(Camus_novel),NA_not-pub-domain
442,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,1998,English,mystery,"medical laws and legislation study and teaching higher,fiction,motion picture authorship","college teachers,authors,screenwriters",https://en.wikipedia.org/wiki/The_No._1_Ladies%27_Detective_Agency_(novel),NA_not-pub-domain
443,Worst Case,James Patterson,2010,English,thrillers,"suspense fiction american,advertising","novelists,advertising executives,authors",https://en.wikipedia.org/wiki/Worst_Case,NA_not-pub-domain
444,Lost Horizon,James Hilton,1933,English,fantasy,,"scriptwriter,novelist",https://en.wikipedia.org/wiki/Lost_Horizon,NA_not-pub-domain
445,The Gunslinger,Stephen King,1982,English,fantasy,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",https://en.wikipedia.org/wiki/The_Dark_Tower:_The_Gunslinger,NA_not-pub-domain
446,The Slave Dancer,Paula Fox,1973,English,history,fiction,"authors,novelists",https://en.wikipedia.org/wiki/The_Slave_Dancer,NA_not-pub-domain
447,Harry Potter and the Half-Blood Prince,J.K. Rowling,2005,English,fantasy,"young adult fiction,young adult fantasy,fantasy fiction,fantasy,novels","novelists,authors,writers",https://en.wikipedia.org/wiki/Harry_Potter_and_the_Half-Blood_Prince,NA_not-pub-domain
448,Inkheart,Cornelia Funke,2003,German,fantasy,childrens literature,authors,https://en.wikipedia.org/wiki/Inkheart,NA_not-pub-domain
449,Ramona and her Father,Beverly Cleary,1977,English,na,"young adult literature,childrens literature",authors,https://en.wikipedia.org/wiki/Ramona_and_Her_Father,NA_not-pub-domain
450,Inkspell,Cornelia Funke,2005,German,fantasy,childrens literature,authors,https://en.wikipedia.org/wiki/Inkspell,NA_not-pub-domain
451,Ramona the Pest,Beverly Cleary,1968,English,na,"young adult literature,childrens literature",authors,https://en.wikipedia.org/wiki/Ramona_the_Pest,NA_not-pub-domain
452,Walk Two Moons,Sharon Creech,1994,English,bildung,,,https://en.wikipedia.org/wiki/Walk_Two_Moons,NA_not-pub-domain
453,Miss Peregrine's Home for Peculiar Children,Ransom Riggs,2011,English,na,,"photographers,motion picture producers and directors,journalists,authors",https://en.wikipedia.org/wiki/Miss_Peregrine%27s_Home_for_Peculiar_Children,NA_not-pub-domain
454,The Chocolate War,Robert Cormier,1974,English,bildung,,,https://en.wikipedia.org/wiki/The_Chocolate_War,NA_not-pub-domain
455,Sophie's Choice,William Styron,1979,English,bildung,,,https://en.wikipedia.org/wiki/Sophie%27s_Choice_(novel),NA_not-pub-domain
456,Looking for Alaska,John Green,2005,English,bildung,"novels,fiction authorship,childrens literature authorship,book reviewing","periodical editors,novelists,authors",https://en.wikipedia.org/wiki/Looking_for_Alaska,NA_not-pub-domain
457,Breakfast at Tiffany's,Truman Capote,1958,English,na,,"screenwriters,dramatists,authors",https://en.wikipedia.org/wiki/Breakfast_at_Tiffany%27s_(novella),NA_not-pub-domain
458,The Razor's Edge,W. Somerset Maugham,1944,English,bildung,,"spy,playwright,novelist,intelligence agent",https://en.wikipedia.org/wiki/The_Razor%27s_Edge,NA_not-pub-domain
459,Dreamcatcher,Stephen King,2001,English,horror,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",https://en.wikipedia.org/wiki/Dreamcatcher_(novel),NA_not-pub-domain
460,Orlando,Virginia Woolf,1928,English,history,"intellectuals,feminists,bloomsbury group","publishers and publishing,authors",https://en.wikipedia.org/wiki/Orlando:_A_Biography,unavailable
461,The Things they Carried,Tim O'Brien,1990,English,na,"fiction,creative writing higher education","novelists,college teachers,authors",https://en.wikipedia.org/wiki/The_Things_They_Carried,NA_not-pub-domain
462,Little Town on the Prairie,Laura Ingalls Wilder,1941,English,history,,women authors,https://en.wikipedia.org/wiki/Little_Town_on_the_Prairie,NA_not-pub-domain
463,Nights in Rodanthe,Nicholas Sparks,2002,English,romance,"motion pictures production and direction,motion picture authorship,generosity,fiction","screenwriters,philanthropists,motion picture producers and directors,authors",https://en.wikipedia.org/wiki/Nights_in_Rodanthe_(novel),NA_not-pub-domain
464,The Amber Spyglass,Philip Pullman,2000,English,fantasy,,"authors,teachers,dramatists",https://en.wikipedia.org/wiki/The_Amber_Spyglass,NA_not-pub-domain
465,The Miraculous Journey of Edward Tulane,Kate DiCamillo,2006,English,na,,authors,https://en.wikipedia.org/wiki/The_Miraculous_Journey_of_Edward_Tulane,NA_not-pub-domain
466,Flatland,Edwin A. Abbott,1884,English,na,"theology,science fiction,grammar comparative and general,english language grammar","theologians,school principals,clergy,authors",https://en.wikipedia.org/wiki/Flatland,https://www.gutenberg.org/cache/epub/201/pg201.txt
467,Diary of a Wimpy Kid,Jeff Kinney,2007,English,na,"computer games design,childrens literature,caricatures and cartoons","designers,cartoonists,authors",https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid_(book),NA_not-pub-domain
468,The Memory Keeper's Daughter,Kim Edwards,2005,English,na,"short stories,fiction",authors,https://en.wikipedia.org/wiki/The_Memory_Keeper%27s_Daughter,NA_not-pub-domain
469,The Wedding,Nicholas Sparks,2003,English,romance,"motion pictures production and direction,motion picture authorship,generosity,fiction","screenwriters,philanthropists,motion picture producers and directors,authors",https://en.wikipedia.org/wiki/The_Wedding_(Sparks_novel),NA_not-pub-domain
470,Fried Green Tomatoes at the Whistle-Stop Cafe,Fannie Flagg,1987,English,na,"motion picture authorship,humorous stories,acting","screenwriters,novelists,actors",https://en.wikipedia.org/wiki/Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe,NA_not-pub-domain
471,The Cricket in Times Square,George Selden,1960,English,na,childrens literature,authors,https://en.wikipedia.org/wiki/The_Cricket_in_Times_Square,NA_not-pub-domain
472,The Phantom Tollbooth,Norton Juster,1961,English,fantasy,"childrens literature,architecture","authors,architects",https://en.wikipedia.org/wiki/The_Phantom_Tollbooth,NA_not-pub-domain
473,Rob Roy,Walter Scott,1817,English,history,,"poet,novelist,historian,biographer",https://en.wikipedia.org/wiki/Rob_Roy_(novel),https://www.gutenberg.org/cache/epub/7025/pg7025.txt
474,The Death of Ivan Ilych,Leo Tolstoy,1886,Russian,na,"philosophy and religion,literature","authors,writers",https://en.wikipedia.org/wiki/The_Death_of_Ivan_Ilyich,unavailable
475,Alex Cross's Trial,James Patterson,2009,English,thrillers,"suspense fiction american,advertising","novelists,advertising executives,authors",https://en.wikipedia.org/wiki/Alex_Cross%27s_Trial,NA_not-pub-domain
476,Kenilworth,Walter Scott,1821,English,history,,"poet,novelist,historian,biographer",https://en.wikipedia.org/wiki/Kenilworth_(novel),https://www.gutenberg.org/cache/epub/1606/pg1606.txt
477,The Life and Opinions of Tristram Shandy,Laurence Sterne,1759,English,na,,,"https://en.wikipedia.org/wiki/The_Life_and_Opinions_of_Tristram_Shandy,_Gentleman",https://www.gutenberg.org/cache/epub/1079/pg1079.txt
478,The Remains of the Day,Kazuo Ishiguro,1989,English,history,"short stories,novels,motion picture plays,fiction,screenplays","screenwriters,novelists,authors,writers",https://en.wikipedia.org/wiki/The_Remains_of_the_Day,NA_not-pub-domain
479,"M.C. Higgins, The Great",Virginia Hamilton,1974,English,bildung,,"novelists,essayists","https://en.wikipedia.org/wiki/M._C._Higgins,_the_Great",NA_not-pub-domain
480,Call It Courage,Armstrong Sperry,1940,English,history,fiction authorship,authors,https://en.wikipedia.org/wiki/Call_It_Courage,NA_not-pub-domain
481,Go Set a Watchman,Harper Lee,2015,English,na,"novels,fiction",novelists,https://en.wikipedia.org/wiki/Go_Set_a_Watchman,NA_not-pub-domain
482,Bleachers,John Grisham,2003,English,na,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",https://en.wikipedia.org/wiki/Bleachers_(novel),NA_not-pub-domain
483,Elijah of Buxton,Christopher Paul Curtis,2007,English,na,childrens literature,authors,https://en.wikipedia.org/wiki/Elijah_of_Buxton,NA_not-pub-domain
484,Swimsuit,James Patterson,2009,English,mystery,"suspense fiction american,advertising","novelists,advertising executives,authors",unavailable,NA_not-pub-domain
485,Cat's Cradle,Kurt Vonnegut,1963,English,scifi,"short stories,science fiction,novels,literature,fiction","novelists,authors",https://en.wikipedia.org/wiki/Cat%27s_Cradle,NA_not-pub-domain
486,The Caine Mutiny,Herman Wouk,1951,English,na,,authors,https://en.wikipedia.org/wiki/The_Caine_Mutiny,NA_not-pub-domain
487,The Heart of the Matter,Graham Greene,1948,English,na,"short stories,novels,fiction,drama,spy fiction","novelists,dramatists,authors,spy,novelist,playwrights,playwright,intelligence agent",https://en.wikipedia.org/wiki/The_Heart_of_the_Matter,NA_not-pub-domain
488,"Harriet, the Spy",Louise Fitzhugh,1964,English,mystery,,,https://en.wikipedia.org/wiki/Harriet_the_Spy,NA_not-pub-domain
489,Darkness at Noon,Arthur Koestler,1940,English,history,,authors,https://en.wikipedia.org/wiki/Darkness_at_Noon,NA_not-pub-domain
490,A Prayer for Owen Meany,John Irving,1989,English,na,,"screenwriters,novelists",https://en.wikipedia.org/wiki/A_Prayer_for_Owen_Meany,NA_not-pub-domain
491,The God of Small Things,Arundhati Roy,1997,English,na,,,https://en.wikipedia.org/wiki/The_God_of_Small_Things,NA_not-pub-domain
492,The Associate,John Grisham,2009,English,thrillers,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",https://en.wikipedia.org/wiki/The_Associate_(novel),NA_not-pub-domain
493,The Shack,William P. Young,2007,English,na,"novels,fiction authorship","novelists,authors",https://en.wikipedia.org/wiki/The_Shack_(Young_novel),NA_not-pub-domain
494,The Naked and the Dead,Norman Mailer,1948,English,history,"literature,creative nonfiction,world war 1939 1945","soldiers,novelists,authors",https://en.wikipedia.org/wiki/The_Naked_and_the_Dead,NA_not-pub-domain
495,The Sea of Monsters,Rick Riordan,2006,English,fantasy,"teaching,authorship","teachers,authors",https://en.wikipedia.org/wiki/The_Sea_of_Monsters,NA_not-pub-domain
496,Stranger in a Strange Land,Robert A. Heinlein,1961,English,scifi,science fiction,authors american,https://en.wikipedia.org/wiki/Stranger_in_a_Strange_Land,NA_not-pub-domain
497,Vision in White,Nora Roberts,2009,English,romance,"novels,fiction",novelists,https://en.wikipedia.org/wiki/Vision_in_White,NA_not-pub-domain
498,The Whipping Boy,Sid Fleischman,1986,English,action,,,https://en.wikipedia.org/wiki/The_Whipping_Boy,NA_not-pub-domain
499,Room,Emma Donoghue,2010,English,na,"fiction,drama,motion picture authorship,editing","novelists,authors,screenwriters,editors,dramatists",https://en.wikipedia.org/wiki/Room_(novel),NA_not-pub-domain
500,Deception Point,Dan Brown,2001,English,political,"suspense fiction,fiction","novelists american,authors american",https://en.wikipedia.org/wiki/Deception_Point,NA_not-pub-domain
